68 3
84.807	34.774	2101
84.537	34.563	2100
83.89	34.922	2102
83.15	35.679	2095
83.395	35.189	2052
84.112	34.354	2053
85.205	33.33	2060
86.227	33.394	2056
86.251	34.757	2153
83.982	38.508	2260
83.017	40.069	2351
84.13	38.811	2304
85.949	37.622	2345
86.718	38.3	2364
86.868	37.965	2349
86.744	37.625	2337
86.385	37.442	2329
85.892	37.232	2274
84.794	35.531	2194
83.937	32.995	1976
83.813	33.304	2026
84.334	37.711	2273
84.441	40.692	2412
84.721	40.093	2381
84.833	39.229	2347
84.283	39.297	2369
83.834	39.204	2359
84.123	38.219	2302
83.735	37.503	2238
82.764	36.266	2093
82.429	33.959	1954
83.696	29.761	1784
84.253	29.098	1768
84.795	33.811	2073
84.736	41.756	2437
85.361	41.691	2531
85.413	40.221	2460
85.212	39.998	2444
85.398	40.006	2457
85.543	40.853	2459
84.631	43.768	2613
84.055	45.686	2620
84.131	45.528	2685
84.321	43.533	2570
84.696	38.696	2347
85.045	34.853	2174
85.222	33.625	2123
85.434	33.993	2127
85.355	34.123	2154
85.205	33.85	2121
85.439	32.51	2023
85.772	31.178	1961
86.086	30.31	1937
86.393	29.887	1860
86.9	29.827	1872
86.832	30.385	1935
86.823	31.635	1985
86.818	33.275	2135
86.462	34.747	2230
85.438	37.089	2292
84.805	38.82	2342
84.585	39.373	2360
84.381	39.841	2376
84.189	40.204	2384
83.931	40.841	2405
83.542	41.427	2450
83.318	41.982	2429
82.947	42.884	2479
