102 3
-5.9012	1.8733	-24.167
-7.2987	5.216	45.833
-8.2993	7.723	166.83
-8.7509	8.7028	165.83
-8.1702	7.2796	182.83
-7.393	5.8311	117.83
-7.1469	5.6039	105.83
-7.0602	6.401	166.83
-7.3393	7.2868	144.83
-7.54	8.011	180.83
-6.8575	7.7367	208.83
-4.0289	4.0746	76.833
-0.27901	0.87027	-30.167
1.1571	1.9985	147.83
-0.7495	5.731	259.83
-5.1377	10.577	323.83
-4.2492	6.879	251.83
-2.4258	1.6729	13.833
-0.6463	-2.1527	-176.17
0.44492	-3.739	-210.17
0.25296	-3.5441	-208.17
-0.54164	-2.5288	-114.17
-1.7029	-1.4936	-127.17
-2.0044	-1.3764	-112.17
-1.7685	-1.8589	-167.17
-0.5201	-3.5854	-205.17
1.8806	-5.8048	-301.17
3.851	-6.1783	-274.17
2.7855	-0.93636	-34.167
0.14909	9.1349	547.83
-0.47168	12.297	639.83
0.032951	8.6776	538.83
0.82935	2.422	223.83
1.5717	-0.83646	31.833
1.2643	-1.0815	-22.167
1.3599	-1.8027	-81.167
1.6712	-3.4259	-120.17
1.7837	-4.8945	-178.17
1.7452	-6.6145	-242.17
1.7121	-6.1928	-226.17
0.57711	-1.5051	-68.167
-0.12316	4.5906	279.83
-0.186	6.6941	375.83
-0.36943	5.6634	315.83
-0.58831	3.0065	151.83
-0.5622	1.8807	39.833
0.33257	1.4854	56.833
0.41863	1.654	92.833
-0.22936	2.1881	73.833
-0.76972	1.4121	74.833
-1.3854	0.24686	-5.1667
-2.1497	-2.3084	-189.17
-2.0679	-6.9091	-457.17
-0.64453	-7.6727	-519.17
1.5286	-3.1964	-134.17
3.0259	8.7151	612.83
4.6742	10.549	805.83
4.3117	5.017	501.83
3.2567	1.0103	128.83
2.5311	0.34538	92.833
2.4715	0.88723	88.833
2.1402	2.1595	200.83
0.32337	5.1325	304.83
-0.99649	12.421	642.83
2.8761	15.542	903.83
5.4801	15.996	1086.8
6.3116	14.805	1078.8
5.0068	11.659	840.83
3.1911	4.9701	412.83
3.0431	-0.45449	83.833
3.2009	-3.5293	-97.167
4.0758	-4.7326	-137.17
4.6751	-4.2837	-118.17
4.4337	-3.1109	-77.167
4.05	-2.4751	-43.167
3.4414	-3.1616	-87.167
2.9642	-4.4711	-200.17
2.8849	-5.5304	-261.17
2.8589	-5.6276	-268.17
2.4338	-5.2979	-245.17
1.7606	-5.09	-250.17
1.2509	-4.8438	-250.17
0.8306	-4.9763	-219.17
0.86654	-6.1177	-347.17
1.1793	-7.766	-414.17
1.3567	-8.2986	-437.17
1.1693	-8.0971	-390.17
0.95734	-7.8783	-404.17
0.74245	-7.6669	-398.17
0.49308	-7.4771	-422.17
0.32522	-7.3649	-372.17
0.22864	-7.1937	-399.17
-0.056803	-7.2077	-451.17
-0.1426	-7.0713	-366.17
-0.069624	-7.0635	-353.17
-0.072182	-7.0393	-362.17
-0.21397	-6.9781	-366.17
-0.25787	-6.9122	-340.17
-0.57353	-6.8123	-385.17
-0.72596	-6.7146	-390.17
-0.8484	-6.6142	-357.17
-0.85563	-6.5344	-353.17
