102 5
-1.3605	-0.3571	1.0502	-0.42601	0.097882
-1.6116	0.55535	0.60365	-0.81816	0.28511
-2.0647	1.9306	-0.98746	0.26467	-0.0076701
-2.0104	1.8386	-0.85942	0.15761	0.060834
-1.7083	0.59698	0.77303	-0.91293	0.29728
-0.83303	-0.60787	0.46329	-0.2833	0.26573
-1.3839	-0.18921	0.82982	-0.24375	0.016826
-1.796	0.094165	1.3072	-0.55027	-0.042969
-1.6898	0.17111	0.77131	-0.12699	-0.10776
-1.5669	0.12143	0.54168	-0.025153	-0.046996
-1.7351	0.18691	0.85919	-0.23309	-0.062752
-1.4452	0.067437	0.39328	-0.077695	0.087582
-1.544	-0.11976	1.0779	-0.52452	0.11992
-0.93729	-0.53391	0.4555	-0.30516	0.32261
-1.6734	0.88738	0.27231	-0.67228	0.19475
-1.6518	0.93168	0.14017	-0.54582	0.14303
-1.4964	0.58498	0.47184	-0.77062	0.22693
-1.4793	0.32432	0.83633	-1.0456	0.37314
-0.98043	-0.48522	0.60513	-0.36895	0.23283
-0.94703	-0.50496	0.55907	-0.37964	0.27531
-0.87489	-0.53997	0.48049	-0.34825	0.28581
-0.86386	-0.53485	0.47192	-0.36975	0.29953
-0.88338	-0.4576	0.42147	-0.40926	0.33196
-0.86682	-0.55087	0.41231	-0.36546	0.37308
-0.85324	-0.51889	0.40409	-0.35575	0.32602
-0.76731	-0.65213	0.34889	-0.27397	0.34599
-0.80331	-0.58396	0.36503	-0.33344	0.35696
-0.75888	-0.70106	0.33499	-0.23742	0.36335
-0.78312	-0.65272	0.37346	-0.26218	0.32571
-0.80403	-0.65304	0.38694	-0.26841	0.33977
-0.79353	-0.61011	0.35411	-0.29805	0.34885
-0.83579	-0.51936	0.38218	-0.34288	0.31798
-0.84392	-0.48927	0.37511	-0.33424	0.29501
-0.81923	-0.5277	0.38547	-0.3222	0.28593
-0.82604	-0.48223	0.38127	-0.34152	0.27214
-0.75615	-0.68827	0.37468	-0.23828	0.311
-0.81709	-0.55257	0.40016	-0.31506	0.28956
-0.76413	-0.69136	0.361	-0.23524	0.33383
-0.79908	-0.5664	0.41182	-0.33985	0.2975
-0.78181	-0.67433	0.40883	-0.25405	0.30427
-0.78317	-0.67628	0.39674	-0.24597	0.31097
-0.79999	-0.59585	0.39904	-0.30182	0.30136
