102 5
-0.80085	-0.58665	0.40938	-0.29974	0.28317
-0.72959	-0.73505	0.34978	-0.20683	0.32552
-0.80227	-0.53615	0.39384	-0.35779	0.3069
-0.79236	-0.71874	0.45889	-0.22642	0.28165
-0.89351	-0.59106	0.59155	-0.32235	0.2192
-1.0593	-0.50338	0.85803	-0.43119	0.13938
-1.1192	-0.41882	0.90596	-0.50396	0.14001
-1.1122	-0.46556	0.90725	-0.45155	0.12585
-1.0859	-0.49888	0.88968	-0.42191	0.11956
-1.0484	-0.53829	0.8541	-0.3985	0.13282
-0.92908	-0.5718	0.66714	-0.36058	0.19641
-0.86882	-0.69134	0.64336	-0.25741	0.17583
-0.83538	-0.64294	0.51032	-0.29276	0.2626
-0.80458	-0.69875	0.45954	-0.23626	0.28255
-1.59	0.85807	0.15014	-0.71752	0.35725
-1.9706	1.374	-0.2592	-0.35831	0.23749
-2.2286	1.7999	-0.53966	-0.17293	0.15722
-1.7816	0.54326	0.42273	-0.090115	-0.0817
-2.1728	1.0183	0.80397	-0.83086	0.18647
-1.8322	0.40661	0.78482	-0.28777	-0.066578
-1.7403	0.26403	1.0773	-0.80072	0.20597
-1.6227	1.0781	-0.27405	-0.18075	0.075273
-1.5794	0.94	-0.13546	-0.2791	0.10646
-1.8626	0.5271	0.97468	-0.93462	0.307
-1.7691	0.16793	1.1337	-0.56244	0.03705
-1.606	-0.13864	1.2534	-0.56569	0.063764
-1.057	-0.3555	0.51065	-0.46298	0.37108
-0.92275	-0.15059	0.2833	-0.45843	0.25287
-0.93869	-0.031227	0.22738	-0.49787	0.24596
-1.2666	0.0017314	0.36039	-0.45817	0.38166
-1.6348	0.028013	0.93426	-0.2838	-0.028359
-1.749	0.19073	0.99782	-0.44741	0.022649
-1.6045	0.1724	0.639	-0.23026	0.045143
-1.5728	0.18157	0.57473	-0.27408	0.11094
-1.4557	0.11124	0.42615	-0.23835	0.17568
-1.4093	0.046699	0.44678	-0.26462	0.19615
-1.7256	0.67472	0.62323	-1.2593	0.70171
-1.482	1.0237	-0.27562	-0.32233	0.081967
-1.407	0.9976	-0.28606	-0.24822	0.0093142
-1.3954	0.2065	0.83208	-0.94723	0.31679
-1.2671	-0.15014	0.49768	-0.17212	0.10664
-2.1334	0.57592	1.6921	-1.4154	0.28368
-1.7527	0.29558	0.89577	-0.29135	-0.13673
-2.2715	1.0219	1.5195	-1.8146	0.54961
-1.5562	0.076459	1.0117	-0.45264	-0.074479
-1.3792	-0.17061	0.93644	-0.49648	0.11383
-1.1203	-0.29271	0.52988	-0.45928	0.34725
-1.7798	0.98988	0.19583	-0.71739	0.34863
-1.9244	1.5815	-0.40023	-0.41567	0.38756
-2.0619	1.7318	-0.53986	-0.32433	0.29336
-1.8519	0.9272	0.36825	-0.77133	0.34714
-2.0384	0.58124	1.4253	-1.2155	0.25088
-1.6242	0.18554	0.72933	-0.16503	-0.11885
-1.6792	-0.00031432	1.2715	-0.55814	-0.030132
-1.0194	-0.23357	0.27579	-0.22756	0.21154
-1.4517	-0.11261	0.93036	-0.45298	0.095515
-1.8003	0.2922	1.0235	-0.5893	0.083148
-1.8198	0.3321	0.97899	-0.54199	0.059754
-1.6463	0.081887	0.95082	-0.39769	0.020642
-1.4178	-0.079259	0.67718	-0.2439	0.072391
