0.024691	-0.21962	-0.00053702	0.21592	-0.017639
-0.024424	-0.17365	-0.011775	0.21325	-0.0028627
0.013542	-0.20986	0.0252	0.23456	-0.064623
0.25312	0.37715	-0.31357	-0.0027751	-0.28839
-0.18168	0.56271	-0.34069	-0.13288	0.090799
-0.40556	0.27829	0.31614	-0.33937	0.14318
0.0056541	-0.31461	0.27939	-0.1291	0.15228
0.30487	-0.12279	-0.33161	0.18747	-0.015343
0.56743	-0.16844	-0.3601	0.23438	-0.24198
0.63217	-0.15266	-0.36626	0.21222	-0.32262
-0.16293	0.10175	-0.24065	0.32346	-0.0092702
-0.55771	0.30085	0.38416	0.0017395	-0.1287
-0.51758	0.45469	0.15537	-0.14491	0.057793
-0.47057	0.42863	0.28322	-0.4983	0.25621
0.036851	-0.17427	0.050695	0.065595	0.014825
-0.31867	0.57558	-0.18147	-0.2903	0.20705
0.22286	0.66807	-0.64526	0.38394	-0.62079
0.30881	0.6918	-0.71063	0.5293	-0.72507
0.23945	0.71945	-0.74693	0.52623	-0.69613
0.076098	0.55701	-0.42089	0.025816	-0.23988
0.3404	-0.71108	-0.07056	0.54797	-0.11151
-0.015561	-0.40903	0.10064	0.59491	-0.27897
-0.22183	-0.040827	0.10015	0.36329	-0.20869
-0.37728	0.126	0.26019	0.17718	-0.19537
-0.092909	-0.15616	0.18564	0.14422	-0.089149
-0.13843	-0.14425	0.39317	-0.31119	0.18989
-0.2264	0.095857	0.30092	-0.44958	0.26764
-0.2336	0.9021	-0.68144	0.11615	-0.10918
-0.22517	0.99798	-0.80267	0.22432	-0.1733
-0.25253	1.0041	-0.7796	0.17387	-0.12994
-0.43361	0.76828	-0.34344	-0.27613	0.28122
-0.18971	-0.052278	0.12964	0.10967	-0.0035686
0.095902	-0.37156	0.067984	0.054667	0.1472
0.2986	-0.71445	0.2093	0.0019308	0.19361
-0.41707	0.19908	0.42968	-0.2993	0.087344
-0.51697	0.40487	0.434	-0.54922	0.22783
-0.36247	0.20108	0.40108	-0.48762	0.24582
-0.018058	-0.27821	0.3077	-0.15824	0.13773
0.032956	-0.27879	0.36033	-0.32963	0.2035
-0.32114	1.1505	-0.9689	0.40098	-0.24629
-0.3545	1.1998	-0.98363	0.40627	-0.24537
-0.3015	0.87367	-0.49405	-0.033905	-0.041705
-0.099956	-0.22214	0.39094	-0.10269	0.040424
-0.5388	0.34372	0.55537	-0.51174	0.15852
-0.62658	0.63514	0.32774	-0.57097	0.24244
-0.76585	0.92606	0.19053	-0.62671	0.28322
-0.67588	0.63925	0.29895	-0.35442	0.09591
-0.040061	-0.20985	0.29954	-0.21426	0.15648
0.32074	-0.60171	0.21735	-0.11556	0.16817
0.41286	-0.71472	0.13512	0.058785	0.097758
-0.18694	0.78392	-0.46367	0.36421	-0.48963
-0.1652	0.741	-0.4247	0.34328	-0.48681
0.1882	-0.17041	0.17651	-0.16832	-0.035747
0.4464	-0.74254	0.096232	0.0087717	0.17958
0.45706	-0.77713	0.082486	0.042749	0.18202
0.42063	-0.76806	0.11158	0.057136	0.16588
0.34817	-0.65144	0.12833	0.056443	0.1057
0.36593	-0.64238	0.096276	0.037689	0.1292
0.32954	-0.58226	0.10028	0.073349	0.065847
0.38362	-0.73871	0.14046	0.06577	0.13551
0.3841	-0.72828	0.20153	-0.0078004	0.13723
0.40281	-0.78931	0.30725	-0.063586	0.12955
0.40948	-0.75723	0.32086	-0.096158	0.11
0.41179	-0.76679	0.29129	-0.094815	0.14586
0.4092	-0.76139	0.26289	-0.064976	0.14237
0.39295	-0.73858	0.24556	-0.046158	0.13518
0.43656	-0.81939	0.25818	-0.045066	0.159
0.46371	-0.83348	0.27315	-0.061813	0.14875
